Date,Price
2024-05-02,59303.0762
2024-05-03,63013.3403
2024-05-04,63747.4834
2024-05-05,63821.7956
2024-05-06,63536.2841
2024-05-07,63094.0008
2024-05-08,61229.6316
2024-05-09,63007.197
2024-05-10,60887.2617
2024-05-11,61042.6086
2024-05-12,61357.9214
2024-05-13,62767.5337
2024-05-14,61751.6311
2024-05-15,66128.0918
2024-05-16,65420.1988
2024-05-17,66792.3088
2024-05-18,66950.9845
2024-05-19,66323.5442
2024-05-20,69329.7263
2024-05-21,69753.3567
2024-05-22,69091.0334
2024-05-23,67663.691
2024-05-24,68905.1201
2024-05-25,69168.0476
2024-05-26,68622.3849
2024-05-27,69594.3797
2024-05-28,68509.3062
2024-05-29,67651.6413
2024-05-30,68381.619
2024-05-31,67673.9278
2024-06-01,67789.7859
2024-06-02,67891.8579
2024-06-03,69109.3176
2024-06-04,70565.2068
2024-06-05,71158.5455
2024-06-06,70830.2702
2024-06-07,69458.6146
2024-06-08,69447.7584
2024-06-09,69683.6751
2024-06-10,69441.3017
2024-06-11,67379.9128
2024-06-12,68332.5022
2024-06-13,66975.7915
2024-06-14,66142.4024
2024-06-15,66161.4071
2024-06-16,66660.7364
2024-06-17,66586.409
2024-06-18,65303.5815
2024-06-19,65014.1325
2024-06-20,64967.0596
2024-06-21,64178.3688
2024-06-22,64274.9966
2024-06-23,63697.8901
2024-06-24,60144.0467
2024-06-25,62026.1183
2024-06-26,60846.0985
2024-06-27,61626.3648
2024-06-28,60342.8004
2024-06-29,60928.0117
2024-06-30,62802.5703
2024-07-01,62900.6369
2024-07-02,61948.8801
2024-07-03,60311.259
2024-07-04,58300.9344
2024-07-05,56705.5293
2024-07-06,58062.5389
2024-07-07,56600.644
2024-07-08,56768.3395
2024-07-09,57970.8011
2024-07-10,57700.5145
2024-07-11,57469.5238
2024-07-12,57815.4373
2024-07-13,58790.9419
2024-07-14,60818.13
2024-07-15,64534.9124
2024-07-16,64528.0023
2024-07-17,64345.5991
2024-07-18,64109.228
2024-07-19,66944.7983
2024-07-20,67016.0083
2024-07-21,67895.5911
2024-07-22,67673.9132
2024-07-23,66006.6625
2024-07-24,65350.7379
2024-07-25,65808.8914
2024-07-26,68058.7754
2024-07-27,68771.9149
2024-07-28,68095.5598
2024-07-29,67293.4588
2024-07-30,66304.574
2024-07-31,64938.7039
2024-08-01,65370.0097
2024-08-02,61791.7974
2024-08-03,60796.7029
2024-08-04,59128.3268
2024-08-05,54882.2657
2024-08-06,56335.1917
2024-08-07,55233.7557
2024-08-08,61269.6656
2024-08-09,60717.8152
2024-08-10,61102.5242
2024-08-11,58966.5477
2024-08-12,59019.3295
2024-08-13,60669.6987
2024-08-14,58905.5093
2024-08-15,57736.9965
2024-08-16,59164.0771
2024-08-17,59287.629
2024-08-18,59441.5127
2024-08-19,59241.0713
2024-08-20,60874.9986
2024-08-21,61297.02
2024-08-22,60481.3599
2024-08-23,64603.3999
2024-08-24,63966.8952
2024-08-25,64438.1135
2024-08-26,62913.1691
2024-08-27,59211.8388
2024-08-28,58933.5221
2024-08-29,59325.6909
2024-08-30,59213.0561
2024-08-31,59070.1307
2024-09-01,57465.8392
2024-09-02,59254.9752
2024-09-03,57920.0626
2024-09-04,58064.9832
2024-09-05,56108.1575
2024-09-06,53874.6077
2024-09-07,53987.0543
2024-09-08,54770.1101
2024-09-09,57347.5049
2024-09-10,57613.5355
2024-09-11,57332.0971
2024-09-12,58214.0166
2024-09-13,60594.2094
2024-09-14,60067.0631
2024-09-15,59460.8064
2024-09-16,57901.0687
2024-09-17,60267.2022
2024-09-18,60546.4558
2024-09-19,62887.5062
2024-09-20,63352.0516
2024-09-21,63187.7583
2024-09-22,63542.3072
2024-09-23,63234.5475
2024-09-24,64277.1931
2024-09-25,63191.4775
2024-09-26,65139.253
2024-09-27,65973.7109
2024-09-28,65737.7781
2024-09-29,65690.5423
2024-09-30,63572.5978
2024-10-01,60683.077
2024-10-02,60746.9422
2024-10-03,60778.633
2024-10-04,62298.0365
2024-10-05,62056.6391
2024-10-06,62569.9232
2024-10-07,63053.1526
2024-10-08,62181.2296
2024-10-09,60684.2445
2024-10-10,60190.1472
2024-10-11,62400.2431
2024-10-12,63238.0145
2024-10-13,62784.5903
2024-10-14,66167.5334
2024-10-15,66795.5253
2024-10-16,67780.9638
2024-10-17,67385.7149
2024-10-18,68303.0539
2024-10-19,68376.8472
2024-10-20,69078.6137
2024-10-21,67593.6671
2024-10-22,67699.4662
2024-10-23,66479.9248
2024-10-24,68171.3787
2024-10-25,67104.5483
2024-10-26,67151.0672
2024-10-27,68147.7523
2024-10-28,69758.9693
2024-10-29,72672.2583
2024-10-30,72397.7108
2024-10-31,70352.6689
2024-11-01,69513.8869
2024-11-02,69619.3212
2024-11-03,68839.2167
2024-11-04,67852.1545
2024-11-05,69485.7882
2024-11-06,75440.0826
2024-11-07,75767.6335
2024-11-08,76525.4619
2024-11-09,76553.9451
2024-11-10,80099.0377
2024-11-11,86223.712
2024-11-12,88099.5936
2024-11-13,89436.8394
2024-11-14,87852.7223
2024-11-15,91364.7047
2024-11-16,90468.825
2024-11-17,89010.8188
2024-11-18,91474.9943
2024-11-19,91713.9414
2024-11-20,94042.9129
2024-11-21,97757.8644
2024-11-22,98358.9538
2024-11-23,97183.6784
2024-11-24,97709.7584
2024-11-25,93349.1102
2024-11-26,92137.111
2024-11-27,96526.6058
2024-11-28,95586.6788
2024-11-29,97564.2957
2024-11-30,96536.7527
2024-12-01,97385.7545
2024-12-02,95395.1618
2024-12-03,95916.8
2024-12-04,98363.1972
2024-12-05,96214.7599
2024-12-06,100511.8591
2024-12-07,99699.9566
2024-12-08,100007.5219
2024-12-09,96597.8481
